CustomerID,latest_purchase,frequency,monetary,Recency,clean_date,RScore,FScore,MScore,RFM,Segment
12401,2/9/2011 13:50,1,84.3,303,2011-02-09,1,1,1,111, POTENTIAL
12402,1/20/2011 13:49,1,225.6,323,2011-01-20,1,1,1,111, POTENTIAL
12403,10/21/2011 11:00,2,409.7,49,2011-10-21,4,2,1,421,NEW CUSTOMER
12405,7/14/2011 8:52,1,1710.39,148,2011-07-14,2,1,3,213, POTENTIAL
12406,8/9/2011 9:41,3,3280.75,122,2011-08-09,2,3,4,234,LOST CUSTOMER
12407,7/6/2011 9:49,5,1708.12,156,2011-07-06,2,3,3,233,LOST CUSTOMER
12408,9/2/2011 10:27,9,2842.57,98,2011-09-02,3,4,4,344, LOYAL CUSTOMER
12409,9/22/2011 10:38,7,11056.93,78,2011-09-22,3,4,5,345, LOYAL CUSTOMER
12410,2/4/2011 10:39,3,681.08,308,2011-02-04,1,3,2,132, POTENTIAL
12412,9/26/2011 10:16,3,1226.88,74,2011-09-26,3,3,3,333, LOYAL CUSTOMER
12413,4/17/2011 15:33,5,694.15,236,2011-04-17,2,3,2,232,LOST CUSTOMER
12414,5/6/2011 14:51,3,562.41,217,2011-05-06,2,3,2,232,LOST CUSTOMER
12415,9/1/2011 13:51,26,123725.45,99,2011-09-01,3,5,5,355, LOYAL CUSTOMER
12417,8/4/2011 18:51,12,3578.8,127,2011-08-04,2,5,4,254, AT RISK 
12418,8/19/2011 11:08,1,668.58,112,2011-08-19,3,1,2,312, POTENTIAL
12420,10/7/2011 8:55,1,600.39,63,2011-10-07,3,1,2,312, POTENTIAL
12421,8/17/2011 10:56,5,806.27,114,2011-08-17,3,3,2,332,LOST CUSTOMER
12422,9/5/2011 9:48,3,803.56,95,2011-09-05,3,3,2,332,LOST CUSTOMER
12423,9/2/2011 12:00,9,1849.11,98,2011-09-02,3,4,3,343, LOYAL CUSTOMER
12424,6/30/2011 12:06,2,1760.96,162,2011-06-30,2,2,3,223,LOST CUSTOMER
12425,9/22/2011 17:31,1,777.2,78,2011-09-22,3,1,2,312, POTENTIAL
12426,5/29/2011 12:26,1,582.73,194,2011-05-29,2,1,2,212, POTENTIAL
12427,12/3/2010 10:44,5,708.37,371,2010-12-03,1,3,2,132, POTENTIAL
12428,8/23/2011 10:42,12,7877.2,108,2011-08-23,3,5,5,355, LOYAL CUSTOMER
12429,6/20/2011 12:14,4,3750.4,172,2011-06-20,2,3,4,234,LOST CUSTOMER
12430,10/27/2011 15:09,1,256.4,43,2011-10-27,4,1,1,411, POTENTIAL
12431,8/12/2011 14:19,18,6416.39,119,2011-08-12,3,5,5,355, LOYAL CUSTOMER
12432,6/22/2011 13:12,5,5059.32,170,2011-06-22,2,3,5,235,LOST CUSTOMER
12433,9/9/2011 13:44,7,13375.87,91,2011-09-09,3,4,5,345, LOYAL CUSTOMER
12434,9/16/2011 12:38,4,765.19,84,2011-09-16,3,3,2,332,LOST CUSTOMER
12435,9/21/2011 9:06,2,7829.89,79,2011-09-21,3,2,5,325,LOST CUSTOMER
12436,9/1/2011 12:09,1,509.01,99,2011-09-01,3,1,2,312, POTENTIAL
12437,9/22/2011 16:58,19,4896.66,78,2011-09-22,3,5,4,354, LOYAL CUSTOMER
12438,7/22/2011 13:29,2,2906.85,140,2011-07-22,2,2,4,224,LOST CUSTOMER
12441,12/8/2010 10:45,1,173.55,366,2010-12-08,1,1,1,111, POTENTIAL
12442,12/6/2011 14:22,1,172.06,3,2011-12-06,5,1,1,511, POTENTIAL
12444,9/15/2011 9:43,5,5005.46,85,2011-09-15,3,3,5,335, LOYAL CUSTOMER
12445,11/17/2011 18:43,1,133.4,22,2011-11-17,5,1,1,511, POTENTIAL
12446,10/13/2011 12:50,1,1002.31,57,2011-10-13,4,1,3,413, POTENTIAL
12447,4/10/2011 13:25,1,476.49,243,2011-04-10,1,1,1,111, POTENTIAL
12448,10/26/2011 13:46,1,449.45,44,2011-10-26,4,1,1,411, POTENTIAL
12449,9/9/2011 9:13,4,4067.29,91,2011-09-09,3,3,4,334, LOYAL CUSTOMER
12450,7/6/2011 14:41,2,197.88,156,2011-07-06,2,2,1,221,LOST CUSTOMER
12451,7/15/2011 15:22,6,8933.52,147,2011-07-15,2,4,5,245, AT RISK 
12452,11/23/2011 8:05,3,428.57,16,2011-11-23,5,3,1,531,NEW CUSTOMER
12453,7/28/2011 14:08,1,707.09,134,2011-07-28,2,1,2,212, POTENTIAL
12454,10/17/2011 15:07,2,0.0,53,2011-10-17,4,2,1,421,NEW CUSTOMER
12455,9/27/2011 15:31,6,2466.86,73,2011-09-27,3,4,3,343, LOYAL CUSTOMER
12456,8/23/2011 11:02,4,3153.89,108,2011-08-23,3,3,4,334, LOYAL CUSTOMER
12457,9/19/2011 9:04,12,1917.78,81,2011-09-19,3,5,3,353, LOYAL CUSTOMER
12458,9/29/2011 15:25,2,947.4,71,2011-09-29,3,2,2,322,LOST CUSTOMER
12461,9/6/2011 16:57,2,826.88,94,2011-09-06,3,2,2,322,LOST CUSTOMER
12462,2/9/2011 14:44,4,1124.01,303,2011-02-09,1,3,3,133, POTENTIAL
12463,6/17/2011 14:28,7,1303.63,175,2011-06-17,2,4,3,243, AT RISK 
12464,8/25/2011 13:33,8,1212.05,106,2011-08-25,3,4,3,343, LOYAL CUSTOMER
12465,6/23/2011 13:37,3,733.89,169,2011-06-23,2,3,2,232,LOST CUSTOMER
12468,7/19/2011 13:42,3,724.04,143,2011-07-19,2,3,2,232,LOST CUSTOMER
12471,9/8/2011 10:02,49,18740.92,92,2011-09-08,3,5,5,355, LOYAL CUSTOMER
12472,7/7/2011 11:44,13,6229.48,155,2011-07-07,2,5,5,255, AT RISK 
12473,8/17/2011 12:04,9,2848.23,114,2011-08-17,3,4,4,344, LOYAL CUSTOMER
12474,9/20/2011 16:30,30,7116.47,80,2011-09-20,3,5,5,355, LOYAL CUSTOMER
12475,10/17/2011 10:10,1,723.38,53,2011-10-17,4,1,2,412, POTENTIAL
12476,9/16/2011 10:56,20,6546.58,84,2011-09-16,3,5,5,355, LOYAL CUSTOMER
12477,9/9/2011 10:32,9,13117.01,91,2011-09-09,3,4,5,345, LOYAL CUSTOMER
12478,12/6/2011 9:56,1,680.99,3,2011-12-06,5,1,2,512, POTENTIAL
12479,12/6/2011 9:25,3,477.3,3,2011-12-06,5,3,1,531,NEW CUSTOMER
12480,7/19/2011 14:04,4,3281.63,143,2011-07-19,2,3,4,234,LOST CUSTOMER
12481,6/13/2011 10:52,11,5590.86,179,2011-06-13,2,5,5,255, AT RISK 
12483,9/2/2011 11:42,13,2327.13,98,2011-09-02,3,5,3,353, LOYAL CUSTOMER
12484,8/31/2011 9:44,8,4495.27,100,2011-08-31,3,4,4,344, LOYAL CUSTOMER
12488,9/25/2011 10:34,3,1298.66,75,2011-09-25,3,3,3,333, LOYAL CUSTOMER
12489,1/7/2011 13:13,1,334.93,336,2011-01-07,1,1,1,111, POTENTIAL
12490,9/7/2011 13:22,10,5417.93,93,2011-09-07,3,5,5,355, LOYAL CUSTOMER
12491,11/1/2011 12:18,1,460.4,38,2011-11-01,4,1,1,411, POTENTIAL
12492,8/26/2011 14:51,2,263.21,105,2011-08-26,3,2,1,321,LOST CUSTOMER
12493,6/27/2011 10:17,3,416.79,165,2011-06-27,2,3,1,231,LOST CUSTOMER
12494,7/5/2011 15:50,13,1139.35,157,2011-07-05,2,5,3,253, AT RISK 
12497,9/19/2011 12:29,1,1043.1,81,2011-09-19,3,1,3,313, POTENTIAL
12498,11/18/2011 12:53,3,403.7,21,2011-11-18,5,3,1,531,NEW CUSTOMER
12500,8/25/2011 12:50,13,4206.27,106,2011-08-25,3,5,4,354, LOYAL CUSTOMER
12501,1/7/2011 12:28,2,2089.68,336,2011-01-07,1,2,3,123, POTENTIAL
12502,9/5/2011 11:52,5,3723.87,95,2011-09-05,3,3,4,334, LOYAL CUSTOMER
12503,1/6/2011 11:51,1,-1126.0,337,2011-01-06,1,1,1,111, POTENTIAL
12504,11/9/2011 14:56,4,114.0,30,2011-11-09,5,3,1,531,NEW CUSTOMER
12505,2/11/2011 13:39,1,-4.5,301,2011-02-11,1,1,1,111, POTENTIAL
12506,4/21/2011 8:54,1,73.5,232,2011-04-21,2,1,1,211, POTENTIAL
12507,7/7/2011 10:20,4,1258.06,155,2011-07-07,2,3,3,233,LOST CUSTOMER
12508,11/13/2011 15:37,2,398.27,26,2011-11-13,5,2,1,521,NEW CUSTOMER
12509,2/28/2011 14:45,1,176.5,284,2011-02-28,1,1,1,111, POTENTIAL
12510,7/20/2011 10:15,2,982.57,142,2011-07-20,2,2,2,222,LOST CUSTOMER
12512,10/4/2011 14:55,2,138.03,66,2011-10-04,3,2,1,321,LOST CUSTOMER
12513,9/16/2011 12:45,2,586.79,84,2011-09-16,3,2,2,322,LOST CUSTOMER
12514,3/17/2011 16:38,1,1017.68,267,2011-03-17,1,1,3,113, POTENTIAL
12515,12/21/2010 15:43,1,383.7,353,2010-12-21,1,1,1,111, POTENTIAL
12516,9/23/2011 9:13,2,1312.06,77,2011-09-23,3,2,3,323,LOST CUSTOMER
12517,9/27/2011 11:50,6,2464.89,73,2011-09-27,3,4,3,343, LOYAL CUSTOMER
12518,9/23/2011 15:45,5,2056.89,77,2011-09-23,3,3,3,333, LOYAL CUSTOMER
12519,10/7/2011 9:26,1,340.84,63,2011-10-07,3,1,1,311, POTENTIAL
12520,9/21/2011 15:23,6,2582.51,79,2011-09-21,3,4,4,344, LOYAL CUSTOMER
12521,7/20/2011 10:51,1,599.68,142,2011-07-20,2,1,2,212, POTENTIAL
12522,10/31/2011 15:30,2,192.72,39,2011-10-31,4,2,1,421,NEW CUSTOMER
12523,9/21/2011 14:43,13,1745.57,79,2011-09-21,3,5,3,353, LOYAL CUSTOMER
12524,6/30/2011 15:30,8,4485.72,162,2011-06-30,2,4,4,244, AT RISK 
12526,9/6/2011 14:19,3,1316.66,94,2011-09-06,3,3,3,333, LOYAL CUSTOMER
12527,9/19/2011 11:55,3,348.71,81,2011-09-19,3,3,1,331,LOST CUSTOMER
12528,8/19/2011 10:37,8,1922.28,112,2011-08-19,3,4,3,343, LOYAL CUSTOMER
12530,8/8/2011 10:59,5,1623.63,123,2011-08-08,2,3,3,233,LOST CUSTOMER
12531,11/25/2011 11:12,1,125.22,14,2011-11-25,5,1,1,511, POTENTIAL
12532,11/9/2011 13:47,1,349.83,30,2011-11-09,5,1,1,511, POTENTIAL
12534,8/1/2011 10:26,1,1089.18,130,2011-08-01,2,1,3,213, POTENTIAL
12535,9/9/2011 8:48,2,716.35,91,2011-09-09,3,2,2,322,LOST CUSTOMER
12536,12/2/2011 12:43,5,4106.82,7,2011-12-02,5,3,4,534, LOYAL CUSTOMER
12538,11/10/2011 17:16,1,363.95,29,2011-11-10,5,1,1,511, POTENTIAL
12539,3/22/2011 16:00,5,3852.5,262,2011-03-22,1,3,4,134, POTENTIAL
12540,9/8/2011 13:38,19,13309.04,92,2011-09-08,3,5,5,355, LOYAL CUSTOMER
12541,6/19/2011 15:59,3,981.18,173,2011-06-19,2,3,2,232,LOST CUSTOMER
12544,11/3/2011 16:15,2,355.7,36,2011-11-03,4,2,1,421,NEW CUSTOMER
12545,9/25/2011 13:39,2,1000.39,75,2011-09-25,3,2,3,323,LOST CUSTOMER
12546,9/23/2011 9:44,3,1141.5,77,2011-09-23,3,3,3,333, LOYAL CUSTOMER
12547,5/26/2011 12:38,2,207.8,197,2011-05-26,2,2,1,221,LOST CUSTOMER
12548,6/26/2011 15:35,1,95.2,166,2011-06-26,2,1,1,211, POTENTIAL
12550,9/21/2011 14:35,1,964.83,79,2011-09-21,3,1,2,312, POTENTIAL
12551,12/17/2010 11:23,1,168.0,357,2010-12-17,1,1,1,111, POTENTIAL
12552,11/1/2011 10:02,2,437.82,38,2011-11-01,4,2,1,421,NEW CUSTOMER
12553,8/21/2011 14:42,14,3652.25,110,2011-08-21,3,5,4,354, LOYAL CUSTOMER
12556,7/11/2011 13:35,2,603.71,151,2011-07-11,2,2,2,222,LOST CUSTOMER
12557,7/4/2011 13:19,5,11990.96,158,2011-07-04,2,3,5,235,LOST CUSTOMER
12558,12/8/2011 10:14,2,0.0,1,2011-12-08,5,2,1,521,NEW CUSTOMER
12559,2/2/2011 9:49,3,536.21,310,2011-02-02,1,3,2,132, POTENTIAL
12560,8/31/2011 12:39,4,2101.39,100,2011-08-31,3,3,3,333, LOYAL CUSTOMER
12561,2/10/2011 11:39,1,238.85,302,2011-02-10,1,1,1,111, POTENTIAL
12562,9/19/2011 9:15,7,3781.74,81,2011-09-19,3,4,4,344, LOYAL CUSTOMER
12564,3/23/2011 14:55,1,456.9,261,2011-03-23,1,1,1,111, POTENTIAL
12565,3/3/2011 11:43,2,131.17,281,2011-03-03,1,2,1,121, POTENTIAL
12566,9/28/2011 9:57,2,346.7,72,2011-09-28,3,2,1,321,LOST CUSTOMER
12567,9/4/2011 14:22,11,9114.94,96,2011-09-04,3,5,5,355, LOYAL CUSTOMER
12569,9/8/2011 15:22,35,4064.99,92,2011-09-08,3,5,4,354, LOYAL CUSTOMER
12571,8/10/2011 12:35,2,519.61,121,2011-08-10,2,2,2,222,LOST CUSTOMER
12572,12/1/2011 9:20,3,1004.72,8,2011-12-01,5,3,3,533, LOYAL CUSTOMER
12573,4/26/2011 15:52,1,160.54,227,2011-04-26,2,1,1,211, POTENTIAL
12574,1/28/2011 9:20,1,218.45,315,2011-01-28,1,1,1,111, POTENTIAL
12576,9/5/2011 10:06,6,1306.98,95,2011-09-05,3,4,3,343, LOYAL CUSTOMER
12577,12/15/2010 16:21,4,595.4,359,2010-12-15,1,3,2,132, POTENTIAL
12578,11/18/2011 13:30,4,2753.36,21,2011-11-18,5,3,4,534, LOYAL CUSTOMER
12579,9/27/2011 13:57,3,410.72,73,2011-09-27,3,3,1,331,LOST CUSTOMER
12580,4/7/2011 10:24,1,415.7,246,2011-04-07,1,1,1,111, POTENTIAL
12581,10/31/2011 8:56,1,197.71,39,2011-10-31,4,1,1,411, POTENTIAL
12582,4/15/2011 8:45,2,511.36,238,2011-04-15,2,2,2,222,LOST CUSTOMER
12583,9/30/2011 12:58,18,7187.34,70,2011-09-30,3,5,5,355, LOYAL CUSTOMER
12584,9/20/2011 13:21,18,1893.95,80,2011-09-20,3,5,3,353, LOYAL CUSTOMER
12585,4/19/2011 13:39,4,1982.81,234,2011-04-19,2,3,3,233,LOST CUSTOMER
12586,12/6/2010 9:31,2,179.94,368,2010-12-06,1,2,1,121, POTENTIAL
12587,12/2/2011 12:47,1,144.0,7,2011-12-02,5,1,1,511, POTENTIAL
12588,10/31/2011 15:01,1,214.9,39,2011-10-31,4,1,1,411, POTENTIAL
12589,7/18/2011 12:05,2,646.68,144,2011-07-18,2,2,2,222,LOST CUSTOMER
12590,6/2/2011 14:25,3,9861.38,190,2011-06-02,2,3,5,235,LOST CUSTOMER
12591,1/26/2011 14:35,1,452.85,317,2011-01-26,1,1,1,111, POTENTIAL
12592,9/8/2011 15:04,2,437.6,92,2011-09-08,3,2,1,321,LOST CUSTOMER
12593,8/23/2011 12:43,3,418.1,108,2011-08-23,3,3,1,331,LOST CUSTOMER
12594,8/10/2011 14:26,11,3320.22,121,2011-08-10,2,5,4,254, AT RISK 
12596,4/11/2011 13:22,2,618.27,242,2011-04-11,1,2,2,122, POTENTIAL
12597,6/9/2011 16:04,5,3683.13,183,2011-06-09,2,3,4,234,LOST CUSTOMER
12598,9/29/2011 16:52,9,3002.68,71,2011-09-29,3,4,4,344, LOYAL CUSTOMER
12599,8/5/2011 12:38,7,1032.58,126,2011-08-05,2,4,3,243, AT RISK 
12600,9/16/2011 14:20,11,2581.04,84,2011-09-16,3,5,4,354, LOYAL CUSTOMER
12601,6/3/2011 10:17,6,569.56,189,2011-06-03,2,4,2,242, AT RISK 
12602,10/12/2011 11:22,1,153.12,58,2011-10-12,4,1,1,411, POTENTIAL
12603,11/18/2011 10:42,1,739.2,21,2011-11-18,5,1,2,512, POTENTIAL
12604,9/21/2011 14:08,2,254.18,79,2011-09-21,3,2,1,321,LOST CUSTOMER
12605,12/9/2010 15:41,1,-7.5,365,2010-12-09,1,1,1,111, POTENTIAL
12607,10/12/2011 16:17,2,0.0,58,2011-10-12,4,2,1,421,NEW CUSTOMER
12609,9/22/2011 16:34,3,1126.85,78,2011-09-22,3,3,3,333, LOYAL CUSTOMER
12610,8/5/2011 13:52,7,2057.99,126,2011-08-05,2,4,3,243, AT RISK 
12611,10/18/2011 13:12,1,1193.32,52,2011-10-18,4,1,3,413, POTENTIAL
12612,9/26/2011 15:35,2,643.59,74,2011-09-26,3,2,2,322,LOST CUSTOMER
12613,5/26/2011 9:18,6,3218.98,197,2011-05-26,2,4,4,244, AT RISK 
12614,3/7/2011 10:22,1,315.6,277,2011-03-07,1,1,1,111, POTENTIAL
12615,9/29/2011 10:23,4,2291.19,71,2011-09-29,3,3,3,333, LOYAL CUSTOMER
12616,9/5/2011 15:17,5,657.25,95,2011-09-05,3,3,2,332,LOST CUSTOMER
12617,11/10/2011 14:39,1,355.53,29,2011-11-10,5,1,1,511, POTENTIAL
12618,11/18/2011 11:10,1,177.31,21,2011-11-18,5,1,1,511, POTENTIAL
12619,9/29/2011 13:20,13,3214.81,71,2011-09-29,3,5,4,354, LOYAL CUSTOMER
12620,9/20/2011 10:06,3,1339.41,80,2011-09-20,3,3,3,333, LOYAL CUSTOMER
12621,9/9/2011 10:11,23,13612.07,91,2011-09-09,3,5,5,355, LOYAL CUSTOMER
12622,4/21/2011 16:39,1,180.1,232,2011-04-21,2,1,1,211, POTENTIAL
12623,3/8/2011 13:50,1,305.1,276,2011-03-08,1,1,1,111, POTENTIAL
12624,8/25/2011 15:04,2,641.13,106,2011-08-25,3,2,2,322,LOST CUSTOMER
12625,5/12/2011 9:54,3,2614.32,211,2011-05-12,2,3,4,234,LOST CUSTOMER
12626,8/4/2011 14:20,13,6388.35,127,2011-08-04,2,5,5,255, AT RISK 
12627,9/4/2011 14:09,7,4478.53,96,2011-09-04,3,4,4,344, LOYAL CUSTOMER
12628,12/5/2011 13:15,4,769.61,4,2011-12-05,5,3,2,532,NEW CUSTOMER
12630,11/30/2011 10:48,2,1270.88,9,2011-11-30,5,2,3,523,NEW CUSTOMER
12631,10/13/2011 13:53,1,640.5,57,2011-10-13,4,1,2,412, POTENTIAL
12633,8/2/2011 9:35,5,2140.63,129,2011-08-02,2,3,3,233,LOST CUSTOMER
12635,9/11/2011 11:04,2,1689.18,89,2011-09-11,3,2,3,323,LOST CUSTOMER
12637,9/9/2011 11:48,10,5953.25,91,2011-09-09,3,5,5,355, LOYAL CUSTOMER
12638,11/6/2011 13:11,1,671.69,33,2011-11-06,4,1,2,412, POTENTIAL
12639,4/15/2011 12:48,1,486.1,238,2011-04-15,2,1,1,211, POTENTIAL
12640,9/19/2011 12:01,3,1174.58,81,2011-09-19,3,3,3,333, LOYAL CUSTOMER
12641,8/16/2011 13:26,1,185.9,115,2011-08-16,3,1,1,311, POTENTIAL
12642,8/24/2011 9:23,3,1013.26,107,2011-08-24,3,3,3,333, LOYAL CUSTOMER
12643,8/3/2011 12:56,6,3344.64,128,2011-08-03,2,4,4,244, AT RISK 
12644,8/2/2011 10:33,1,477.91,129,2011-08-02,2,1,1,211, POTENTIAL
12645,9/1/2011 10:27,5,1755.38,99,2011-09-01,3,3,3,333, LOYAL CUSTOMER
12646,12/5/2011 10:14,2,1346.97,4,2011-12-05,5,2,3,523,NEW CUSTOMER
12647,9/22/2011 17:14,13,3669.92,78,2011-09-22,3,5,4,354, LOYAL CUSTOMER
12648,7/8/2011 11:55,1,318.05,154,2011-07-08,2,1,1,211, POTENTIAL
12649,8/24/2011 14:41,4,603.71,107,2011-08-24,3,3,2,332,LOST CUSTOMER
12650,12/6/2011 16:34,1,314.44,3,2011-12-06,5,1,1,511, POTENTIAL
12651,1/9/2011 12:46,1,114.0,334,2011-01-09,1,1,1,111, POTENTIAL
12652,1/21/2011 17:01,2,914.53,322,2011-01-21,1,2,2,122, POTENTIAL
12653,7/14/2011 10:41,2,2209.85,148,2011-07-14,2,2,3,223,LOST CUSTOMER
12654,5/26/2011 10:43,5,601.98,197,2011-05-26,2,3,2,232,LOST CUSTOMER
12656,9/28/2011 11:38,8,3982.72,72,2011-09-28,3,4,4,344, LOYAL CUSTOMER
12657,9/22/2011 11:40,5,1152.06,78,2011-09-22,3,3,3,333, LOYAL CUSTOMER
12658,11/21/2011 10:22,1,686.05,18,2011-11-21,5,1,2,512, POTENTIAL
12659,11/10/2011 11:53,1,91.68,29,2011-11-10,5,1,1,511, POTENTIAL
12660,11/28/2011 13:26,1,245.1,11,2011-11-28,5,1,1,511, POTENTIAL
12662,8/24/2011 13:42,12,3817.08,107,2011-08-24,3,5,4,354, LOYAL CUSTOMER
12664,9/13/2011 15:35,10,4863.88,87,2011-09-13,3,5,4,354, LOYAL CUSTOMER
12665,1/19/2011 8:34,2,61.75,324,2011-01-19,1,2,1,121, POTENTIAL
12666,12/15/2010 14:42,1,-227.44,359,2010-12-15,1,1,1,111, POTENTIAL
12667,10/12/2011 17:00,1,620.13,58,2011-10-12,4,1,2,412, POTENTIAL
12668,4/5/2011 9:53,6,3743.18,248,2011-04-05,1,4,4,144, POTENTIAL
12669,7/12/2011 9:54,4,1607.73,150,2011-07-12,2,3,3,233,LOST CUSTOMER
12670,9/2/2011 9:51,6,2986.15,98,2011-09-02,3,4,4,344, LOYAL CUSTOMER
12672,1/14/2011 9:20,1,225.9,329,2011-01-14,1,1,1,111, POTENTIAL
12673,12/4/2011 13:55,2,610.52,5,2011-12-04,5,2,2,522,NEW CUSTOMER
12674,9/9/2011 10:51,7,1919.31,91,2011-09-09,3,4,3,343, LOYAL CUSTOMER
12676,9/30/2011 9:25,6,1331.39,70,2011-09-30,3,4,3,343, LOYAL CUSTOMER
12678,9/22/2011 10:52,13,17588.26,78,2011-09-22,3,5,5,355, LOYAL CUSTOMER
12679,9/13/2011 10:34,9,1058.67,87,2011-09-13,3,4,3,343, LOYAL CUSTOMER
12680,9/27/2011 12:53,4,862.81,73,2011-09-27,3,3,2,332,LOST CUSTOMER
12681,9/27/2011 15:48,27,13677.59,73,2011-09-27,3,5,5,355, LOYAL CUSTOMER
12682,9/19/2011 12:19,31,12288.22,81,2011-09-19,3,5,5,355, LOYAL CUSTOMER
12683,9/8/2011 10:35,20,8221.09,92,2011-09-08,3,5,5,355, LOYAL CUSTOMER
12684,6/22/2011 11:20,7,2283.63,170,2011-06-22,2,4,3,243, AT RISK 
12685,9/8/2011 10:32,6,2863.08,92,2011-09-08,3,4,4,344, LOYAL CUSTOMER
12686,12/3/2010 9:51,1,89.14,371,2010-12-03,1,1,1,111, POTENTIAL
12688,8/18/2011 8:49,1,4873.81,113,2011-08-18,3,1,4,314, POTENTIAL
12689,8/4/2011 10:04,2,1247.61,127,2011-08-04,2,2,3,223,LOST CUSTOMER
12690,5/18/2011 9:09,1,389.01,205,2011-05-18,2,1,1,211, POTENTIAL
12691,7/17/2011 14:56,6,1035.8,145,2011-07-17,2,4,3,243, AT RISK 
12693,8/4/2011 17:51,6,830.96,127,2011-08-04,2,4,2,242, AT RISK 
12694,9/30/2011 13:06,2,869.67,70,2011-09-30,3,2,2,322,LOST CUSTOMER
12695,8/24/2011 12:58,4,582.1,107,2011-08-24,3,3,2,332,LOST CUSTOMER
12697,8/17/2011 17:19,5,939.02,114,2011-08-17,3,3,2,332,LOST CUSTOMER
12700,7/6/2011 13:14,6,4867.99,156,2011-07-06,2,4,4,244, AT RISK 
